"Mfr Part # "	"Manufacturer"	"Product URL"	"Image URL"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"link"	"image_link"
"GE1000C1 "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-2.html"	"/g/e/ge1000c1a.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in lustrous 14k white gold, these earrings feature a lovely frame covered in dazzling round cut diamonds surrounding the central gemstone. The featured stone is a trilliant cut genuine citrine gemstone held in a secure 3 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone Diamond Earrings"	"429.0000"	"new"	"1290.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9510/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge1000c1a.jpg"
"GE0997CT "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-3.html"	"/g/e/ge0997cta.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in lustrous 14k white gold, these earrings feature a lovely frame covered in dazzling round cut diamonds surrounding the central gemstone. The featured stone is a pear cut genuine citrine gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone Diamond Earrings"	"429.0000"	"new"	"1290.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9511/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge0997cta.jpg"
"ESC6876C"	"Enabled"	"citrine-diamond-gemstone-earrings-in-white-gold-2.html"	"/e/s/esc6876ca.jpg"	"Citrine Diamond Gemstone Earrings in White Gold"	"Dress yourself up with something spectacular! Handcrafted in lustrous 14k white gold, these earrings feature a lovely frame covered in dazzling round cut diamonds surrounding the central gemstone. The featured stone is a trilliant cut genuine citrine gemstone held in a secure 3 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"279.0000"	"new"	"840.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9512/s/citrine-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/s/esc6876ca.jpg"
"ESC6606CR "	"Enabled"	"citrine-diamond-heart-gemstone-earrings-in-white-gold-1.html"	"/e/s/esc6606cra.jpg"	"Citrine Diamond Heart Gemstone Earrings in White Gold"	"These simple yet fashionable Heart Earrings make the perfect gift! Beautifully handcrafted in 14k white gold, these Heart Earrings feature a highly polished frame covered in brilliant round cut diamonds in a prong setting surrounding the central gemstone. The featured stone is an eye catching heart cut citrine gemstone securely held in a beautiful 3 prong setting. The color of the diamonds are H/I and the clarity is SI3/I1."	"Gemstone Diamond Earrings"	"309.0000"	"new"	"930.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9513/s/citrine-diamond-heart-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/s/esc6606cra.jpg"
"E7370C "	"Enabled"	"citrine-diamond-gemstone-earrings-in-white-gold-3.html"	"/e/7/e7370ca_1.jpg"	"Citrine Diamond Gemstone Earrings in White Gold"	"A striking look to complement your style! Handcrafted in 14k white gold, these earrings feature a highly polished frame with diamond accents leading to the gemstone at the bottom. The featured stone is a pear cut genuine citrine gemstone held in a secure 2 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"279.0000"	"new"	"840.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9514/s/citrine-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/7/e7370ca_1.jpg"
"SDE0412 "	"Enabled"	"citrine-diamond-convertible-gemstone-earrings-gemstone-pendants-in-white-gold.html"	"/s/d/sde0412a.jpg"	"Citrine Diamond Convertible Gemstone Earrings Gemstone Pendants in White Gold"	"These simple yet fashionable earrings make the perfect gift! Handcrafted in beautiful 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds surrounding the gemstone in a prong setting. The featured stone is a round cut genuine citrine gemstone held in a secure 3 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"279.0000"	"new"	"840.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9516/s/citrine-diamond-convertible-gemstone-earrings-gemstone-pendants-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/d/sde0412a.jpg"
"SDE0414 "	"Enabled"	"citrine-diamond-convertible-gemstone-earrings-gemstone-pendants-in-white-gold-1.html"	"/s/d/sde0414a.jpg"	"Citrine Diamond Convertible Gemstone Earrings Gemstone Pendants in White Gold"	"These simple yet fashionable earrings make the perfect gift! Handcrafted in beautiful 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds surrounding the gemstone in a prong setting. The featured stone is a princess cut genuine citrine gemstone held in a secure 4 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"299.0000"	"new"	"900.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9517/s/citrine-diamond-convertible-gemstone-earrings-gemstone-pendants-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/d/sde0414a.jpg"
"GE1043C1 "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-4.html"	"/g/e/ge1043c1a.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"Dress yourself up with something spectacular! This exquisite pair of earrings features a handcrafted 14k white gold frame covered in dazzling round cut diamonds surrounding the gemstone in the center. The featured stone is a princess cut citrine gemstone held securely in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"389.0000"	"new"	"1170.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9518/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge1043c1a.jpg"
"ESC6601C "	"Enabled"	"citrine-diamond-convertible-gemstone-earrings-gemstone-pendants-in-white-gold-2.html"	"/e/s/esc6601ca.jpg"	"Citrine Diamond Convertible Gemstone Earrings Gemstone Pendants in White Gold"	"Catch a lot of attention with this fabulous design! This beautiful pair features a stunning design covered in dazzling round cut diamonds in a curve pattern leading the the gemstone in the center. The featured stone is a pear cut genuine citrine gemstone securely held in a 4 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3.
"	"Gemstone Diamond Earrings"	"519.0000"	"new"	"1560.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9519/s/citrine-diamond-convertible-gemstone-earrings-gemstone-pendants-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/s/esc6601ca.jpg"
"E1688C "	"Enabled"	"trapeze-citrine-diamond-drop-gemstone-earrings-in-white-gold.html"	"/e/1/e1688ca.jpg"	"Trapeze Citrine Diamond Drop Gemstone Earrings in White Gold"	"Be the topic of discussion with this beautiful piece of jewelry! Handcrafted in lustrous 14k white gold, these earrings feature a simple yet fashionable design covered in dazzling round cut diamonds surrounding the uniquely cut gemstone. The featured stone is a trapeze cut genuine citrine gemstone securely held in a beautiful 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"879.0000"	"new"	"2640.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9521/s/trapeze-citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1688ca.jpg"
"E1887C "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-5.html"	"/e/1/e1887ca.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in beautiful 14k white gold, these earrings feature a stunning design covered in dazzling round cut diamonds in a prong setting leading to the gemstone at the bottom of the frame. The featured stone is a pear cut genuine citrine gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"559.0000"	"new"	"1680.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9522/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1887ca.jpg"
"E6614 "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-6.html"	"/e/6/e6614a.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"Dress yourself up with something spectacular! These beautiful handcrafted earrings feature a simple design covered in dazzling round cut diamonds in a prong setting leading to the gemstone at the bottom of the frame. The featured stone is a pear cut genuine citrine gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"629.0000"	"new"	"1890.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9523/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/6/e6614a.jpg"
"GE0589C "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-7.html"	"/g/e/ge0589ca.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in lustrous 14k white gold, these earrings feature a lovely design covered in dazzling round cut diamonds surrounding the gemstone in the center. The featured stone is a checkerboard cut citrine gemstone. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"429.0000"	"new"	"1290.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9524/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge0589ca.jpg"
"SDE0497 "	"Enabled"	"amethyst-citrine-diamond-gemstone-earrings-in-white-gold.html"	"/s/d/sde0497a.jpg"	"Amethyst Citrine Diamond Gemstone Earrings in White Gold"	"These beautiful earrings feature a simple yet lovely design covered in brilliant round cut diamonds in a unique prong setting surrounding the 2 gemstones. The featured stones are both round cut genuine amethyst and citrine gemstones held in a bezel setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"309.0000"	"new"	"930.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9525/s/amethyst-citrine-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/d/sde0497a.jpg"
"SDE0451 "	"Enabled"	"blue-topaz-diamond-heart-gemstone-earrings-in-white-gold.html"	"/s/d/sde0451a.jpg"	"Blue Topaz Diamond Heart Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in beautiful 14k white gold, these Heart Earrings feature a stunning design covered in round cut diamonds in a prong setting surrounding the gemstones. The featured stones are a pear cut citrine and heart cut blue topaz gemstones both held in a lovely prong setting. The color of the diamonds are I/J and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"309.0000"	"new"	"930.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9526/s/blue-topaz-diamond-heart-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/d/sde0451a.jpg"
"S17612CR "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-two-tone-gold.html"	"/s/1/s17612cra.jpg"	"Citrine Diamond Drop Gemstone Earrings in Two Tone Gold"	"Catch a lot of attention with this fabulous design! Handcrafted in beautiful 14k white and yellow gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds in a prong setting surrounding the gemstone in the center. The featured stone is a checkerboard cut citrine gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"399.0000"	"new"	"1200.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9527/s/citrine-diamond-drop-gemstone-earrings-in-two-tone-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17612cra.jpg"
"GE1081C "	"Enabled"	"citrine-diamond-drop-gemstone-earrings-in-white-gold-8.html"	"/g/e/ge1081ca.jpg"	"Citrine Diamond Drop Gemstone Earrings in White Gold"	"A striking look to complement your style! These amazing earrings feature a highly polished frame with diamond accents surrounding the gemstones. The featured stones are trilliant cut blue topaz and radiant cut citrine gemstones both held in a lovely prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"509.0000"	"new"	"1530.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9529/s/citrine-diamond-drop-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge1081ca.jpg"
"GE1265C "	"Enabled"	"citrine-diamond-designer-gemstone-earrings-in-yellow-gold.html"	"/g/e/ge1265ca.jpg"	"Citrine Diamond Designer Gemstone Earrings in Yellow Gold"	"This gorgeous ring is just the right touch of glamour and style! Handcrafted in 14k yellow gold, these earrings feature a beautiful design with diamond accents along the side leading to the center near the gemstone. The featured stone is a checkerboard cut citrine gemstone. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"429.0000"	"new"	"1290.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9530/s/citrine-diamond-designer-gemstone-earrings-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge1265ca.jpg"
"SE10429 "	"Enabled"	"sapphire-diamond-heart-gemstone-earrings-in-white-gold.html"	"/s/e/se10429a.jpg"	"Sapphire Diamond Heart Gemstone Earrings in White Gold"	"These simple yet fashionable Heart Earrings make the perfect gift! Handcrafted in beautiful 14k white gold, these Heart Earrings feature a highly polished frame covered in dazzling round cut diamonds and sapphires in a unique prong setting across this lovely heart design. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"449.0000"	"new"	"1350.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9531/s/sapphire-diamond-heart-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se10429a.jpg"
"E16378 "	"Enabled"	"sapphire-diamond-heart-gemstone-earrings-in-white-gold-1.html"	"/e/1/e16378a.jpg"	"Sapphire Diamond Heart Gemstone Earrings in White Gold"	"Her heart will melt with this glittering pair of Heart Earrings! Handcrafted in 14k white gold, these beautiful Heart Earrings feature a highly polished frame covered in dazzling round cut sapphires and diamonds in a unique prong setting across the entire heart frame. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"449.0000"	"new"	"1350.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9532/s/sapphire-diamond-heart-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e16378a.jpg"
"SE07683A "	"Enabled"	"sapphire-diamond-heart-gemstone-earrings-in-white-gold-2.html"	"/s/e/se07683aa.jpg"	"Sapphire Diamond Heart Gemstone Earrings in White Gold"	"Dress yourself up with something spectacular! These stunning handcrafted Heart Earrings features a highly polished 14k white gold frame covered in dazzling round cut diamonds and sapphires in a unique prong setting scattered across the entire heart design. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"539.0000"	"new"	"1620.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9533/s/sapphire-diamond-heart-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se07683aa.jpg"
"S8177 "	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold.html"	"/s/8/s8177a.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"Simply gorgeous! This unique design features a lovely 14k white gold frame with diamond accents surrounding the central gemstone. The featured stone is a radiant cut genuine sapphire gemstone held in a beautiful 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"299.0000"	"new"	"900.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9534/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/8/s8177a.jpg"
"SE10263 "	"Enabled"	"sapphire-diamond-designer-gemstone-earrings-in-white-gold.html"	"/s/e/se10263a.jpg"	"Sapphire Diamond Designer Gemstone Earrings in White Gold"	"Dress yourself up with something spectacular! These stunning handcrafted earrings features a highly polished 14k white gold frame covered in dazzling round cut sapphires and diamonds in a unique pattern across this lovely design. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"849.0000"	"new"	"2550.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9535/s/sapphire-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se10263a.jpg"
"SE07681 "	"Enabled"	"sapphire-diamond-designer-gemstone-earrings-in-white-gold-1.html"	"/s/e/se07681a.jpg"	"Sapphire Diamond Designer Gemstone Earrings in White Gold"	"The finishing touch to your look! Handcrafted in lustrous 14k white gold, these earrings feature a lovely design covered in dazzling round cut sapphires and diamonds in a unique prong setting scattered across the entire frame. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"339.0000"	"new"	"1020.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9536/s/sapphire-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se07681a.jpg"
"SE17404 "	"Enabled"	"sapphire-diamond-designer-gemstone-earrings-in-white-gold-4.html"	"/s/e/se17404a.jpg"	"Sapphire Diamond Designer Gemstone Earrings in White Gold"	"A striking look to complement your style! Handcrafted in 14k white gold, these earrings feature a highly polished frame covered in round cut diamonds showcasing the gemstones in the center. The featured stone are oval cut genuine sapphire gemstones held in a secure prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"899.0000"	"new"	"2700.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9542/s/sapphire-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se17404a.jpg"
"SE20429 "	"Enabled"	"sapphire-diamond-gemstone-earrings-in-white-gold-1.html"	"/s/e/se20429a.jpg"	"Sapphire Diamond Gemstone Earrings in White Gold"	"Express your eternal love with these exquisite earrings! Handcrafted in 14k white gold, these earrings feature a heavy frame covered in dazzling round cut diamonds in a prong setting surrounding the gemstones. The featured stones are princess cut sapphire gemstones held in a lovely invisible setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone Diamond Earrings"	"339.0000"	"new"	"1020.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9543/s/sapphire-diamond-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se20429a.jpg"
"E4326"	"Enabled"	"sapphire-diamond-designer-gemstone-earrings-in-white-gold-5.html"	"/e/4/e4326a.jpg"	"Sapphire Diamond Designer Gemstone Earrings in White Gold"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 18k white gold, these earrings feature a highly polished frame with diamond accents separating the gemstones from each other. The featured stones are radiant cut sapphires in a lovely bezel setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone Diamond Earrings"	"599.0000"	"new"	"1800.0000"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/9544/s/sapphire-diamond-designer-gemstone-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/4/e4326a.jpg"
